[02-27 22:31:30]135,Стрела 01, Character ID:1
[02-27 22:31:30]2501,Левая перчатка мастера, Character ID:1
[02-27 22:31:30]2502,Левое зубчатое лезвие, Character ID:1
[02-27 22:31:30]2503,Левый астральный клинок, Character ID:1
[02-27 22:31:30]2504,Левая тигровая перчатка, Character ID:1
[02-27 22:31:30]2505,Левая рука смерти, Character ID:1
[02-27 22:31:30]2530,Каменный торс Гефеста, Character ID:2
[02-27 22:31:30]2531,Каменная рука Гефеста, Character ID:2
[02-27 22:31:30]2532,Каменная нога Гефеста, Character ID:2
[02-27 22:31:30]2533,Каменный торс Гермеса, Character ID:1
[02-27 22:31:30]2534,Каменная рука Гермеса, Character ID:1
[02-27 22:31:30]2535,Каменная нога Гермеса, Character ID:1
[02-27 22:31:30]2536,Каменный торс Аполлона, Character ID:1
[02-27 22:31:30]2537,Каменная рука  Аполлона, Character ID:1
[02-27 22:31:30]2538,Каменная нога  Аполлона, Character ID:1
[02-27 22:31:30]2539,Каменный торс Посейдона, Character ID:1
[02-27 22:31:30]2540,Каменная рука Посейдона, Character ID:1
[02-27 22:31:30]2541,Каменная нога Посейдона, Character ID:1
[02-27 22:31:30]2542,Каменный торс Гестии, Character ID:3
[02-27 22:31:30]2543,Каменная рука Гестии, Character ID:3
[02-27 22:31:30]2544,Каменная нога Гестии, Character ID:3
[02-27 22:31:30]2545,Каменный торс Афины, Character ID:3
[02-27 22:31:30]2546,Каменная рука Афины, Character ID:3
[02-27 22:31:30]2547,Каменная нога Афины, Character ID:3
[02-27 22:31:30]2548,Коронный камень Артемиды, Character ID:4
[02-27 22:31:30]3061,Медвежьи башмаки, Character ID:4
[02-27 22:31:30]3285,Калькулятор, Character ID:1
[02-27 22:31:30]3287,Портативный компьютер, Character ID:1
[02-27 22:31:30]5071,Большой меч кадавра, Character ID:1
[02-27 22:31:30]5074,Кинжал мертвеца, Character ID:2
[02-27 22:31:30]5081,Камзол кошмара, Character ID:1
[02-27 22:31:30]5082,Перчатки кошмара, Character ID:1
[02-27 22:31:30]5083,Сапоги кошмара, Character ID:1
[02-27 22:31:30]5209,Могучий топор Августа 1, Character ID:1
[02-27 22:31:30]5212,Кинжал Августа 1, Character ID:2
[02-27 22:31:30]5214,Могучий топор Августа 2, Character ID:1
[02-27 22:31:30]5217,Кинжал Августа 2, Character ID:2
